DataBook,Grupo,EmissorRaw,MatchVia,Instrumento,Regime,Rating,Coordenador,Serie,Prazo,IndexadorFinal,SpreadFinalPct,IpcaEquivFinalPct,TaxaFinalRaw,NtnbFinal,IndexadorTeto,SpreadTetoPct,NtnbTeto,TaxaTetoRaw,CompressaoBps,DemandaMM,EmissaoMM,OverX,BidsAloc,AlocCortePct,Amort
23/07/2025,Randon,Randon,grupo,DEB,CVM160,AAA,IBBA (L) BBI / BB,1a,5y,CDI,0.85,,CDI + 0.85%,,CDI,0.9,,CDI + 0.90%,5,914000000,55000000,,10/7,76%,bullet
23/07/2025,Randon,Randon,grupo,DEB,CVM160,AAA,IBBA (L) BBI / BB,2a,7 anos,CDI,1.1,,CDI + 1.10%,,CDI,1.1,,CDI + 1.10%,0,558350000,550000000,,7/7,98%,bullet
23/07/2025,CCR,e DEB  Autoban,alias~,DEB,12.431,AAA,"Safra (Líder), XP, IBBA, BBI e Santander",1a,7y (6/7),CDI,0.65,,"(Deságio): CDI+ 0,65%",,,,,,,2288,1400,,22/22,,
23/07/2025,CCR,e DEB  Autoban,alias~,DEB,12.431,AAA,"Safra (Líder), XP, IBBA, BBI e Santander",2a,12y (8/9/10/11/12),IPCA,7.3306,,"(Deságio): NTNB-35 -0,15% (IPCa+7,3306%)",,,,,,,826,1100,,22/22,,
23/07/2025,SBF,,alias~,DEB,CVM160,AA,IBBA (Líder) e BBI,unica,5y,CDI,0.85,,"CDI+0,85 Des(1,02%)",,,,,,,,,,,,"Taxa Fixa: CDI+0,85 Des(1,02%)"
23/07/2025,Randon,,grupo,DEB,CVM160,AAA,"IBBA (Líder), BBI e BB",1a,5y Bullet,CDI,0.85,,"CDI + 0,85%",,CDI,0.9,,"CDI + 0,90%",5,914,550,,10/7,76%,
23/07/2025,Randon,,grupo,DEB,CVM160,AAA,"IBBA (Líder), BBI e BB",2a,7y bullet,CDI,1.1,,"CDI + 1,10%",,CDI,1.1,,"CDI + 1,10%",0,558.3,550,,7/7,98%,
23/07/2025,Localiza,,grupo,DEB,CVM160,AAA,IBBA (Líder),unica,6y,CDI,1.2,,"CDI + 1,20%",,CDI,1.2,,"CDI + 1,20%",0,,,,,,"Taxa Teto: CDI + 1,20%"
24/07/2025,SBF,Inst. Fisia (SBF) IP,alias~,DEB,,,IBBA (L) BBI,unica,5 anos,CDI,0.85,,CDI+0.85 com deságio até CDI+1.02,,,,,,,502,,,,,Taxa Fixa: CDI+0.85 com deságio até CDI+1.02
24/07/2025,Motiva,,alias,DEB,CVM160,AA,"BTG (Líder), ABC, BBI, IBBA e Sant",unica,7y,CDI,1,,"CDI + 1,0%",,CDI,0.8,,"CDI + 0,80% Des(1,0%)",-20,,,,18/18,,Semestral após 1y
25/07/2025,Equatorial,,alias~,DEB,CVM160,A,"BBI (Líder), IBBA, BV e ABC",unica,5y,CDI,2,,"CDI + 2,00%",,CDI,2.4,,"CDI + 2,40%",40,,,,34/23,,"Taxa Teto: CDI + 2,40%"
28/07/2025,Taesa,,grupo,DEB,12.431,AAA,IBBA (Líder),1a,7y (6/7),NTN-B,-0.57,7.1499,"B32 - 0,57% (IPCA + 7,1499%)",B32,NTN-B,-0.47,B32,"B32 - 0,47% ou IPCA + 6,95%",10,527,400,,14/13,84%,
28/07/2025,Taesa,,grupo,DEB,12.431,AAA,IBBA (Líder),2a,10y (8/9/10),NTN-B,-0.3,7.2096,"B35 - 0,30% (IPCA + 7,2096%)",B35,NTN-B,-0.44,B35,"B35 - 0,44% Des(-0,30%) ou IPCA + 6,80%",-14,101,400,,10/10,,
28/07/2025,Localiza,,grupo,DEB,CVM160,AAA,"UBS BB(Líder), XP, BBI, IBBA e BV",unica,7y (5/6/7),CDI,1.3,,"CDI + 1,30%",,,,,,,,,,12/12,,
28/07/2025,Conasa,,grupo,DEB,12.431,AA,BTG (Líder) e Santander,unica,17y Custom.,NTN-B,0.9,8.4973,"B35 + 0,90% (IPCA + 8,4973%)",B35,NTN-B,1.3,B35,"B35 + 1,30%",40,,,,26/26,,
29/07/2025,Vulcabras,,grupo,DEB,CVM160,,Santander(Líder) e XP,unica,5y (2/3/4/5),CDI,0.75,,"CDI + 0,75%",,CDI,0.6,,"CDI + 0,60 Des(0,75%)",-15,,,,,,
29/07/2025,Alupar,,grupo,DEB,CVM160,,IBBA (Líder) e XP,unica,5y bullet,CDI,0.54,,"CDI + 0,54%",,CDI,0.49,,"CDI + 0,49% Des(0,54%)",-5,380,380,1,,,
29/07/2025,Ambiental,,grupo,DEB,12.431,,BTG (Líder),unica,10y Semestral,NTN-B,1.6,9.4537,"B32 + 1,60% (IPCA + 9,4537%)",B32,NTN-B,1.6,B32,"B32 + 1,60% ou IPCA + 7,80%",0,,,,15/15,,
30/07/2025,Taesa,Taesa IP,grupo,DEB,12.431,AAA,IBBA (L),1a,7y (6/7),,,,Teto - 10bps (fixing hoje),,NTN-B,-0.47,B32,"B32 - 0,47% ou IPCA + 6,95%",,527,400,,14/13,84%,
30/07/2025,Taesa,Taesa IP,grupo,DEB,12.431,AAA,IBBA (L),2a,10y (8/9/10),,,,Teto (fixing hoje),,NTN-B,-0.3,B35,"B35 - 0,30% (deságio do -0,44%) ou IPCA + 6,80%",,101,400,,10/10,,
04/08/2025,Way Brasil,,alias,DEB,12.431,AA,"BNDES (Líder), BTG e Daycoval",unica,"20y Semestral, 4y car.",NTN-B,0.65,8.1674,"B35 + 0,65% (IPCA + 8,1674%)",B35,NTN-B,0.95,B35,"B35 + 0,95% ou IPCA + 8,51%",30,,,,25/25,,
06/08/2025,Celesc,,grupo,DEB,CVM160,AA,BV (Líder) e Santander,unica,6y Semestral a partir do 42º mês,CDI,0.74,,"CDI + 0,74%",,CDI,0.67,,"CDI + 0,67% Des(0,75%)",-7,,,,8/8,,
07/08/2025,Usina Santa FE,Santa Fé,grupo,DEB,CVM160,,BOCOM BBM,unica,8y (4/5/6/7/8),IPCA,9.0161,,"IPCA + 9,0161%",,,,,,,250,250,1.25,16/16,,
08/08/2025,Vero,Vero,alias,DEB,12.431,A,"BTG, BBI",1a,7y (6/7),Fixa,30,,"PréDI Jan30 + 1,45% ou 14,90% dos dois o maior - Fixing Hoje",,,,,,,75,75,,,,
08/08/2025,Vero,Vero,alias,DEB,12.431,A,"BTG, BBI",2a,7y (6/7),NTN-B,1.55,9,"NTN-B32 + 1,55% ou IPCA + 9,00% dos dois o maior - Fixing Hoje",B32,,,,,,203.95,203.95,,,,
08/08/2025,Vero,Vero,alias,DEB,12.431,A,"BTG, BBI",3a,10y (8/9/10),NTN-B,1.65,9.05,"NTN-B33 + 1,65% ou IPCA + 9,05% dos dois o maior - Fixing Hoje",B33,,,,,,21,21,,,,
08/08/2025,Auren,,grupo,DEB,12.431,AAA,"BV (Líder), XP, UBS BB, SAN, BBI e BBA.",unica,12y 10/11/12,,0.1,,"B35 – 0,10% (deságio – fixing hoje)",,NTN-B,-0.41,B35,"B35 -0,41%",,,,,15/15,,
08/08/2025,Cagece,,grupo,DEB,CVM160,AA,IBBA (Líder),1a,7y semestral após 66m,CDI,1.37,,"CDI + 1,37%",,CDI,1.37,,"CDI + 1,37%",0,300,300,,,,
08/08/2025,Cagece,,grupo,DEB,CVM160,AA,IBBA (Líder),2a,10y semestral após 102m,CDI,1.7,,"CDI + 1,70%",,CDI,1.7,,"CDI + 1,70%",0,100,100,,,,
11/08/2025,NTS,,grupo,DEB,12.431,AAA,XP (Líder),unica,15y (13/14/15),NTN-B,-0.25,6.9214,"IPCA + 6,9214% (B40 -0,25%)",B40,,,,,,,,,4/4(clubdeal),,
11/08/2025,Rialma,,grupo,DEB,12.431,AAA,BTG (Líder) e BBI,1a,"24y (Amort. Semestral, cust.)",NTN-B,0.5,7.7253,"B40+ 0,50% (IPCA + 7,7253%)",B40,,,,,,,4,,,,Oferta base: R$ 400 MM
11/08/2025,Rialma,,grupo,DEB,12.431,AAA,BTG (Líder) e BBI,2a,"24y (Amort. Semestral, cust.)",NTN-B,0.5,7.7253,"B40+ 0,50% (IPCA + 7,7253%)",B40,,,,,,,2.5,,,,Oferta base: R$ 480 MM
12/08/2025,Origem Energia,,grupo,DEB,12.431,A,"BTG (Líder), XP e IBBA",1a,"10,5y (amort. customizada)",NTN-B,2.3,10.0361,"IPCA + 10,0361% (B32 + 2,30%)",B32,NTN-B,2.3,B32,"B32 + 2,30% ou IPCA + 9,87%",0,424,841,,23/23,,Demanda: R$424mn
12/08/2025,Origem Energia,,grupo,DEB,12.431,A,"BTG (Líder), XP e IBBA",2a,"10,5y (amort. customizada)",,15.63,,"15,63% (DI1F30 + 2,13%)",,,2.1,,"DI1F30 + 2,10% ou 15,63%",-1353,276,559,,15/15,,Demanda: R$276mn
12/08/2025,CESP - COMPANHIA ENERGETICA DE SAO PAULO,,emissor,DEB,CVM160,AAA,"BB (Líder), XP, BV, SAN, BBI e BBA.",unica,7y (6/7),CDI,0.67,,"CDI + 0,67%",,CDI,0.62,,"CDI + 0,62%(deságio 0,67%)",-5,1040,2100,,,,
14/08/2025,,,,DEB,CVM160,AA,"UBS BB(Líder), BTG e Santander",unica,5y Bullet,CDI,1.18,,"CDI + 1,18%",,CDI,1.18,,"CDI + 1,18%",0,,,,,,
15/08/2025,Agrovale,,grupo,DEB,12.431,,BOCOM BBM(Líder) e Santander,unica,7y (6/7),NTN-B,0.55,8.2145,"B30 + 0,55% (IPCA + 8,2145%) (-35bps)",B30,NTN-B,0.9,B30,"B30 + 0,90% ou IPCA + 8,50%",35,,,,16/9,,
18/08/2025,Hypera,,grupo,DEB,CVM160,AAA,"BBA(Líder), XP, Inter, BV, BNP e BBI",unica,5y (4/5),CDI,0.75,,"CDI + 0,75%",,CDI,0.75,,"CDI + 0,75%",0,,,,,,
19/08/2025,Neoenergia,,alias~,DEB,12.431,AAA,UBS BB (Líder) e XP,1a,10y Bullet,NTN-B,-0.24,7.0964,"B40 - 0,24% (IPCA + 7,0964%)",B40,NTN-B,-0.5,B40,"B40 - 0,50% ou IPCA + 6,40% Des(-0,24%)",-26,60,300,,,,
19/08/2025,Neoenergia,,alias~,DEB,12.431,AAA,UBS BB (Líder) e XP,2a,15y (13/14/15),NTN-B,-0.14,7.2037,"B40 - 0,14% (IPCA + 7,2037%)",B40,NTN-B,-0.55,B40,"B40 - 0,55% ou IPCA + 6,34% Des(-0,14%)",-41,40,300,,,,
19/08/2025,Mills,,grupo,DEB,CVM160,AA,"BTG(Líder), Santander e Safra",1a,5y (4/5),CDI,0.9,,"CDI + 0,90%",,CDI,0.96,,"CDI + 0,96% Des(1,05%)",6,815,500,,17/12,,
19/08/2025,Mills,,grupo,DEB,CVM160,AA,"BTG(Líder), Santander e Safra",2a,7y (67/),,,,,,,,,,,122,,,5/0,,
21/08/2025,REDE DOR SAO LUIZ S/A,Rede Dor,emissor,DEB,,brAAA,,1a,7 bullet,CDI,1,,CDI+1.00%,,,,,,,2166,1155,,,,
21/08/2025,REDE DOR SAO LUIZ S/A,Rede Dor,emissor,DEB,,brAAA,,2a,8/9/10,CDI,1.15,,CDI+1.15%,,,,,,,620,531,,,,
21/08/2025,REDE DOR SAO LUIZ S/A,Rede Dor,emissor,DEB,,brAAA,,3a,13/14/15,CDI,1.55,,CDI+1.55%,,,,,,,558,558,,,,
25/08/2025,NTS,,grupo,DEB,CVM160,AAA,UBS BB(Líder),unica,6y Bullet,CDI,0.9,,"CDI + 0,90%",,CDI,0.9,,"CDI + 0,90%",0,,,,12/12,,
25/08/2025,,Sec,,DEB,CVM160,AA,"BTG (Líder), BBI e Santander",1a,5y (3/4/5),CDI,2,,"CDI + 2,0%",,CDI,1.35,,"CDI + 1,35% Des(2,0%)",-65,268,600,,8/8,,
25/08/2025,,Sec,,DEB,CVM160,AA,"BTG (Líder), BBI e Santander",2a,7y (6/7),,,,,,CDI,1.55,,"CDI + 1,55%",,,,,,,
26/08/2025,,s,,DEB,12.431,,,1a,10y,,,,,,,,,,,,,,,,
26/08/2025,,s,,DEB,12.431,,,2a,15y,,,,,,,,,,,190,600,,11/11,,
26/08/2025,Neoenergia,CELPE,alias~,DEB,12.431,AAA,BB (Líder) e XP,1a,10y full bullet,IPCA,6.7929,,"NTNB40-0,50% (IPCA+6,7929%)",,IPCA,6.4,,"NTNB40-0,50% ou IPCA+6,40%",-39,176.3,300,,8/8,,
26/08/2025,Neoenergia,CELPE,alias~,DEB,12.431,AAA,BB (Líder) e XP,2a,15y 13/14/15,IPCA,6.8465,,"NTNB40-0,45% (IPCA+6,8465%)",,NTN-B,-0.45,B40,"NTNB40-0,55% ou IPCA+ 6,35% (deságio B40-0,45%)",,9.6,300,,7/7,,
27/08/2025,Azzas,,grupo,DEB,CVM160,AA,XP(Líder) e IBBA,unica,5y (4/5),CDI,1.3,,"CDI + 1,30%",,CDI,1.25,,"CDI + 1,25% Des(1,30%)",-5,,,,6/6,,
27/08/2025,Aegea,,grupo,DEB,CVM160,AA,BTG(Líder),unica,7y (5/6/7),CDI,1.7,,"CDI + 1,70%",,,,,,,,,,,,
28/08/2025,Localiza,,grupo,DEB,CVM160,AAA,Santander (Líder),1a,6y (5/6),CDI,1.25,,"CDI + 1,25%",,CDI,1.18,,"CDI + 1,18% Des(1,25%)",-7,100,100,,,,
28/08/2025,Localiza,,grupo,DEB,CVM160,AAA,Santander (Líder),2a,7y (6/7),CDI,1.35,,"CDI + 1,35%",,CDI,1.28,,"CDI + 1,28% Des(1,35%)",-7,500,500,,,,
28/08/2025,Pedras,,grupo,DEB,CVM160,,IBBA(Líder) e BTG,unica,3y Bullet,CDI,0.37,,"CDI + 0,37%",,CDI,0.37,,"CDI + 0,37%",0,,,,,,
28/08/2025,Salta Educação,,grupo,DEB,CVM160,,IBBA(Líder) e XP,unica,7y 4/5/6/7,CDI,1.3,,"CDI + 1,30%",,,,,,,,,,,,
28/08/2025,EcoRodovias,,alias,DEB,12.431,AAA,BNDES (Líder) e Santander,1a,22y,NTN-B,1,8.3702,"B40 + 1,0% (IPCA + 8,3702%)",B40,NTN-B,1,B40,"B40 + 1,0% ou IPCA + 8,30%",0,100,2050,,,,
28/08/2025,EcoRodovias,,alias,DEB,12.431,AAA,BNDES (Líder) e Santander,2a,22y,NTN-B,1,8.3702,"B40 + 1,0% (IPCA + 8,3702%)",B40,NTN-B,1,B40,"B40 + 1,0% ou IPCA + 8,30%",0,910,1905,,,,
02/09/2025,SMARTFIT ESCOLA DE GINASTICA E DANCA S/A,,emissor,DEB,CVM160,AA,BTG(Líder),unica,5y (4/5),CDI,0.65,,"CDI + 0,65%",,CDI,0.65,,"CDI + 0,65%",0,,,,13/13,,
02/09/2025,Motiva,,alias,DEB,CVM160,AAA,IBBA(Líder),unica,3y Bullet,CDI,0.4,,"CDI + 0,40%",,CDI,0.38,,"CDI + 0,38% Des(0,40%)",-2,,,,,,
03/09/2025,Vivara,,grupo,DEB,CVM160,AAA,IBBA(Líder),unica,5y (4/5),CDI,0.7,,"CDI + 0,70%",,CDI,0.7,,"CDI + 0,70%",0,,,,,,
05/09/2025,Ferrari,,grupo,DEB,12.431,A,BV(Líder),1a,7y (6/7),NTN-B,0.55,8.37,"B30 + 0,55% ou IPCA + 8,37%",B30,,,,,,,,,,,
05/09/2025,Ferrari,,grupo,DEB,12.431,A,BV(Líder),2a,10y (8/9/10),NTN-B,0.85,8.6558,"B33 + 0,85% (IPCA + 8,6558%)",B33,,,,,,150,150,,5/5,,
10/09/2025,QMC TELECOM DO BRASIL CESSAO DE INFRAESTRUTURA S/A,QMC,emissor,DEB,12.431,A,"IBBA (Líder), BBI, BNP",unica,10y,NTN-B,1.8,,"NTN-B32 + 1,80%",B32,,,,,,1.1,800,1.1,16/15,,
10/09/2025,Itaú,,grupo,DEB,CVM160,AAA,BTG(Líder) e UBS BB,unica,10y (7/8/9/10),CDI,0.6,,"CDI + 0,60%",,CDI,0.6,,"CDI + 0,60%",0,,,,,,
12/09/2025,CBO,enture 160,grupo,DEB,,A,SAN/ABC,unica,4 anos,CDI,1.9,,"CDI + 1,90%",,,,,,,2169,1.9,4.2,,,
15/09/2025,Energisa,Energisa MT (com aval Energisa S.A.),grupo,DEB,CVM160,AAA,IBBA,1a,10y bullet,NTN-B,-0.4,,"B35 - 0,40% (fixing hoje)",B35,NTN-B,-0.15,B35,"IPCA + 6,95% ou B35 - 0,35% (deságio para B35 - 0,15%)",25,2300,550,,34/15,27%,
15/09/2025,Energisa,Energisa MT (com aval Energisa S.A.),grupo,DEB,CVM160,AAA,IBBA,2a,15y (13/14/15),NTN-B,-0.3,,"B40 - 0,30% (fixing hoje)",B40,NTN-B,-0.05,B40,"IPCA + 6,85% ou B40 - 0,32% (deságio para B40 - 0,05%)",25,875,450,,15/8,82%,
15/09/2025,Energisa,Energisa MS (com aval Energisa S.A.),grupo,DEB,CVM160,AAA,IBBA,1a,10y bullet,NTN-B,-0.45,,"B35 - 0,45% (fixing hoje)",B35,NTN-B,-0.35,B35,"IPCA + 6,95% ou B35 - 0,35%",10,1400,540,,31/21,71%,
15/09/2025,Energisa,Energisa MS (com aval Energisa S.A.),grupo,DEB,CVM160,AAA,IBBA,2a,15y (13/14/15),NTN-B,-0.32,,"B40 - 0,32% (fixing hoje)",B40,NTN-B,-0.32,B40,"IPCA + 6,85% ou B40 - 0,32%",0,346,360,,17/17,100%,
16/09/2025,Energisa,,grupo,DEB,CVM160,AAA,BTG(Líder),unica,7y (6/7),CDI,0.75,,"CDI + 0,75%",,,,,,,,,,,,
17/09/2025,Energisa,Energisa Mato Grosso (com aval Energisa S.A.),grupo,DEB,CVM160,AAA,IBBA,1a,10y bullet,NTN-B,-0.4,7.0999,"B35 - 0,40% (IPCA+7,0999%)",B35,NTN-B,-0.15,B35,"IPCA + 6,95% ou B35 - 0,35% (deságio para B35 - 0,15%)",25,2300,550,,34/15,27%,
17/09/2025,Energisa,Energisa Mato Grosso (com aval Energisa S.A.),grupo,DEB,CVM160,AAA,IBBA,2a,15y (13/14/15),NTN-B,-0.3,6.9467,"B40 - 0,30% (IPCA+6,9467%)",B40,NTN-B,-0.05,B40,"IPCA + 6,85% ou B40 - 0,32% (deságio para B40 - 0,05%)",25,875,450,,15/8,82%,
17/09/2025,Energisa,Energisa Mato Grosso do Sul (com aval Energisa S.A.),grupo,DEB,CVM160,AAA,IBBA,1a,10y bullet,NTN-B,-0.45,7.0461,"B35 - 0,45% (IPCA+7,0461%)",B35,NTN-B,-0.35,B35,"IPCA + 6,95% ou B35 - 0,35%",10,1400,540,,31/21,71%,
17/09/2025,Energisa,Energisa Mato Grosso do Sul (com aval Energisa S.A.),grupo,DEB,CVM160,AAA,IBBA,2a,15y (13/14/15),NTN-B,-0.32,6.9467,"B40 - 0,32% (IPCA+6,9467%)",B40,NTN-B,-0.32,B40,"IPCA + 6,85% ou B40 - 0,32%",0,346,360,,17/17,100%,
17/09/2025,Energisa,Energisa Sergipe (com aval Energisa S.A.),grupo,DEB,CVM160,AAA,IBBA,1a,10y bullet,NTN-B,-0.35,7.1536,"B35 - 0,35% (IPCA+7,1536%)",B35,NTN-B,-0.35,B35,"IPCA + 6,95% ou B35 - 0,35%",0,0,350,,N/A,,
17/09/2025,Energisa,Energisa Sergipe (com aval Energisa S.A.),grupo,DEB,CVM160,AAA,IBBA,2a,15y (13/14/15),NTN-B,-0.32,6.9467,"B40 - 0,32% (IPCA+6,9467%)",B40,NTN-B,-0.32,B40,"IPCA + 6,85% ou B40 - 0,32%",0,0,240,,N/A,,
18/09/2025,Coqueiros,,grupo,DEB,CVM160,,IBBA(Líder) e BTG,unica,5y Bullet,CDI,0.6,,"CDI + 0,60%",,CDI,0.55,,"CDI + 0,55% Des(0,60%)",-5,,,,,,
19/09/2025,,LM Mobilidade,,DEB,CVM160,AA,"BBI (Líder), IBBA, XP e Credit Agricole",1a,3y Bullet,CDI,1.3,,"CDI + 1,30%",,,,,,,981,1140,,18/18,,
19/09/2025,,LM Mobilidade,,DEB,CVM160,AA,"BBI (Líder), IBBA, XP e Credit Agricole",2a,5y Bullet,CDI,1.5,,"CDI + 1,50%",,,,,,,112,112,,4/4,,
19/09/2025,Localiza,Localiza Fleet,grupo,DEB,CVM160,AAA,"IBBA (Líder), BBI, Santander e UBS BB",1a,5y (4/5),CDI,0.91,,"CDI + 0,91%",,CDI,0.95,,"CDI + 0,95%",4,827,600,,10/9,,
19/09/2025,Localiza,Localiza Fleet,grupo,DEB,CVM160,AAA,"IBBA (Líder), BBI, Santander e UBS BB",2a,7y (6/7),CDI,1.15,,"CDI + 1,15%",,CDI,1.25,,"CDI + 1,25%",10,847,400,,23/15,,
19/09/2025,B3 S.A. - BRASIL BOLSA BALCAO,ênture B3,emissor,DEB,,AAA,,1a,5y,CDI,0.45,,"CDI + 0,45%",,CDI,0.55,,"CDI+0,55%",10,5900,2600,,28/21,"60,8%",
19/09/2025,Winity,,grupo,DEB,12.431,AA,IBBA(Líder) e ABC,unica,"10y semestral, 4y carência",NTN-B,1.05,8.8737,"B32 + 1,05% (IPCA + 8,8737)",B32,NTN-B,0.8,B32,"B32 + 0,80% ou IPCA + 8,42% Des(1,05%)",-25,,,,3,,
22/09/2025,BTG Pactual,,alias,DEB,12.431,,BTG,1a,10y Bullet,Fixa,31,,"Pré DI Jan/31 - 0,70% (12,4821%)",,Fixa,31,,"Pré DI Jan/31 - 0,50%",0,,346.2,,,,
22/09/2025,BTG Pactual,,alias,DEB,12.431,,BTG,2a,10y Bullet,NTN-B,-0.7,6.7214,"B35 - 0,70% (IPCA + 6,7214%)",B35,NTN-B,-0.5,B35,"B35 - 0,50%",20,,469.9,,,,
